x,y,z
105.171557282847,266.41192781109265,a
74.75628735349278,252.76795773382193,a
46.82104601550663,264.9740972827313,a
93.53557226562782,281.03374622941175,a
112.0110506872348,255.2888864035336,a
83.08185450337724,297.57222912405064,a
137.11897839895147,293.4707684600654,a
65.23359958543915,260.3254924171963,a
64.62006553940981,330.1746092741856,a
74.65553715909455,273.8787011751286,a
55.35730929293364,268.9836825554271,a
119.37964724587995,306.1891373485821,a
73.79078095160084,307.9895171489293,a
93.28260010609667,220.8868836353999,a
82.17826876129051,233.8386974881778,a
115.74618353746504,267.7742300727688,a
139.80756037599397,289.1177620654163,a
108.34699529750357,298.5140540397648,a
154.03886379994123,267.18269366024106,a
125.40626379842334,285.3493393156757,a
147.71279747873444,325.84257383510464,a
134.0116312312107,238.21455066651316,a
176.86475637414136,273.0777303265746,a
149.62636074821026,276.36571138664885,a
144.33915730775377,261.5758871996886,a
116.67534459601256,256.02835244609236,a
125.16831798062968,255.4252056246714,a
110.59329464409774,232.7878621497291,a
100.01309812154285,249.21999261339212,a
140.6551407286823,255.26356740354385,a
118.03222095982356,254.4256567481579,a
140.118937693572,222.08881962241765,a
88.93052677152818,215.63792712595097,a
88.46345761214047,199.91670102627455,a
91.74928997782717,190.86505513112735,a
94.06513748014275,229.25106893940216,a
88.03938340917365,223.9973303707746,a
86.24835678105227,189.98658216573108,a
48.43684877772146,191.85954539702493,a
36.38647256925691,209.81992324993257,a
50.552115257030785,231.12306355476807,a
25.961769187816113,254.04200607991842,a
32.25732803709325,183.32365597592985,a
30.163100945261498,242.70012271844018,a
13.547194899045088,192.13020739882825,a
11.60421433275008,190.77446807664984,a
36.79810855899175,185.56333248238076,a
-13.856021587904706,226.1416365755834,a
25.717822262529367,281.8379582326129,a
41.7629791732545,259.36933708008485,a
19.50156474287754,245.94563603828612,a
55.80384557100772,222.75873815979293,a
14.320231911005248,295.0768486411213,a
-30.37607128716691,242.0622070226663,a
-7.745000308382544,220.92008155525878,a
2.5521728248361164,278.96902225079157,a
49.83463206997706,250.89497535151511,a
7.442946010074156,215.78615830005333,a
-0.3312077163326208,264.48861968566916,a
26.243097916038487,244.69264587743533,a
45.65560999488872,252.81292995325268,a
54.56429494811719,244.22769308365443,a
24.64461886371198,320.1940977631332,a
-9.479583534649201,256.2264926280093,a
72.66809410966341,323.17384222589067,a
33.81870986718451,320.1713841223071,a
33.71578144838538,322.1972490557903,a
119.19252211715073,59.094016775570424,a
63.77246814489151,6.44758994375195,a
69.5689446376582,51.81391666911992,a
124.24255045040238,39.9451279938159,a
102.22767808121291,67.08017751768523,a
18.822254380129436,107.59745891623731,a
46.03311193455839,67.51621212322897,a
31.860795809854636,56.862670593241035,a
195.09457328033665,302.35885433305094,b
195.59607949741812,262.10644347797336,b
168.97216032146065,260.7740755778645,b
224.54726199746887,302.4911241895305,b
169.25836974259175,276.58325099340595,b
211.66831323620337,237.93635920358804,b
180.53868327674792,250.13013328295028,b
193.37091603585978,254.10581577879267,b
162.8238919768562,253.28467600078758,b
166.97974810780602,275.5889583777315,b
216.3322508685126,241.04894049789618,b
219.64252964216905,245.4153274608102,b
169.12808370470933,284.9581299069831,b
163.00667485106192,212.50193512450733,b
174.78503160674944,220.86990659508194,b
186.81466643681512,238.8830229859883,b
177.24053620683762,205.28721834916837,b
192.09219651786086,255.5159684534009,b
171.2015567926059,254.43854744639304,b
178.87891613905248,276.8040414305342,b
205.7020875466674,229.80081007322684,b
157.30117814959232,238.75054897656025,b
196.15975705740289,214.99773336997487,b
175.80847788576375,213.66833057665394,b
182.3416753285241,179.98382819488097,b
183.41218385979857,204.79339397139233,b
204.12513780147708,243.6009733299095,b
166.2153617959607,195.74505952829946,b
180.8584145592338,145.75258617876653,b
230.10210684690594,212.21843967313976,b
209.24763010088742,212.30274112466356,b
228.28638460694583,243.0940976565946,b
201.31517694678277,158.65965838809177,b
192.13970212712255,250.38356753812081,b
196.79561808669334,190.9050125560978,b
151.61553359821067,151.17480662092714,b
185.37373599597834,210.72422956340876,b
208.31190645616388,194.30469051801543,b
199.56383287615463,185.80246488270933,b
190.21824160109657,188.89575118622025,b
212.21152639446117,169.61266176488544,b
200.25716184822355,164.48093063607274,b
208.6649348871463,189.31016965012816,b
224.7936298962339,245.11010132673772,b
187.67708550384413,255.1772970937339,b
210.01158498139654,210.01059173650748,b
208.19786259361382,149.92595808647047,b
207.24329721992348,204.71827645229314,b
213.3548242416211,210.48428464762833,b
238.1140000804275,152.40548492611504,b
260.90705659284083,219.363245206376,b
257.16768805627305,224.38820632509447,b
214.65883965566454,188.23302599464728,b
229.55741850548233,288.620791058593,b
207.2640539502695,216.96910459751814,b
213.2134859606046,208.29676182499963,b
239.26017718100553,252.305600726137,b
252.84548076297943,206.46697448716424,b
184.57030819384636,210.1671791425759,b
169.03098450362637,181.02310992248522,b
237.45415994436496,251.61896139351848,b
255.58710689622592,268.21329728271223,b
198.6752523180248,269.12604181861377,b
199.18603784721523,258.45226634344465,b
197.66975478981914,292.00492133379214,b
230.18649529728543,286.55227492041104,b
231.03274213864367,289.37416321575944,b
211.74183616639337,270.2833252742492,b
175.87556350545384,241.23167788759423,b
252.1939660019794,305.7893878383715,b
184.0936309989319,318.3404315723786,b
206.50858479980093,374.8882164571269,b
233.5112158984943,309.80867178444646,b
272.8592184505127,320.45774237480356,b
259.4431098250328,252.0116744592293,b
241.70807495448892,310.5534010776965,b
225.7828744386992,335.1672696382405,b
244.96010054989546,303.603874745755,b
251.92427007463706,310.6796998309818,b
265.5959575082653,324.2414436302983,b
220.35997113077178,324.8710344915503,b
198.48760062505895,319.4153041207274,b
237.99284342662966,331.1229306128299,b
250.99792049097252,301.16628397526665,b
234.51404186256283,304.43364393910053,b
264.89466405072045,296.7821517878435,b
259.920696656102,312.42982818336384,b
276.3070507249755,306.7235248033539,b
281.1605343138882,243.14176134929465,b
289.01974786824746,347.23504930021227,b
231.59641614332696,308.4352295319515,b
282.9215757830368,252.48155154124657,b
297.0555980877398,328.73073961261343,b
320.3575653019105,344.2855824186677,b
266.5974251364212,252.62902085289818,b
304.02567801294856,241.42732085054888,b
285.1821850020785,261.81942032123425,b
288.72356513744495,289.0385147765472,b
312.9735563738529,278.70732460209706,b
266.99930710123414,282.6445627098185,b
269.39506482085517,260.0819356534269,b
296.1091178027174,279.80164343764835,b
258.6660987817564,199.99993445406113,b
299.57255824765446,239.89791292408353,b
315.8926865122673,231.61235109292755,b
280.6728554593051,245.1985385620479,b
289.0436481814688,278.2647587928359,b
310.91348761565473,242.64861700779568,b
291.35541338054657,230.5116488122689,b
339.0245004539418,202.8688044167409,b
303.39427004578175,206.64814951138231,b
307.3071044324888,221.51915649085691,b
340.5957398126443,242.35843797644463,b
285.71714923971945,227.1875342460853,b
307.48094508442733,263.23265731245726,b
278.0283451121526,241.20681107308775,b
289.34922292053517,213.48252068983965,b
344.3786468599355,210.699663013789,b
263.6530929138754,190.39340477182253,b
292.35577487619275,159.49307971669816,b
252.39626985713267,197.78295916462395,b
305.4810224281908,229.7314108190476,b
259.3014456144002,206.20731126077015,b
293.8901037998858,227.71991165180293,b
267.4533777805806,209.7276099582062,b
284.6841476287501,215.8631893684876,b
286.2956388589229,192.50511789479737,b
284.77204418532983,205.97249603664454,b
285.4601585298209,159.2648845270336,b
237.86228907114267,188.0716518858324,b
271.7339643011654,192.70806039341346,b
266.55073517203067,220.60226411628963,b
239.68520121941992,196.92636898452253,b
260.8550126896003,222.77650510998973,b
303.8490329806765,186.71992324520966,b
319.14761937610325,242.59855751701213,b
278.25982685687296,274.8325517768075,b
320.99565072335525,214.74188021510753,b
325.3715644513823,218.15802414437013,b
355.7573038926493,223.3404179118939,b
318.49784863928954,231.81152495822317,b
290.81291411592036,214.52898014954627,b
318.30009145232873,251.03544190606522,b
333.9179876292524,271.10050408714017,b
343.8698543192212,236.093435059044,b
339.7035860962087,219.16970469097186,b
349.93882993295006,243.09918617109975,b
375.9413583876056,301.65691915087484,b
347.72869342741006,291.7156825544678,b
344.2253473443111,236.02560661825027,b
328.7032693621727,258.2622801649381,b
367.66382054931006,285.8806577160346,b
393.1211242638551,290.8567195490912,b
357.80544615832065,270.475989565336,b
343.3215423236261,291.62840184066096,b
358.9656140127304,248.6216551199659,b
384.51429410573877,256.4167892117274,b
384.0258838878279,226.67228408821848,b
380.06380315633737,264.89793282771893,b
374.07291474876564,283.4189402042715,b
379.8775573497298,219.02387333722163,b
401.7043330269269,267.79172755436906,b
441.14665931149244,262.15745414737944,b
385.6410554501451,315.54248790474844,b
399.70060908857624,264.82742388989794,b
387.0514660731737,259.06199815541015,b
365.3763223561795,278.76569351158673,b
344.76943486638595,292.1320994165854,b
380.2060004254342,267.4788743689994,b
330.6673806545318,323.87334514108886,b
387.60388913504124,303.6840384278828,b
321.9713657301146,292.1936592324784,b
328.20880814890876,302.7547831804381,b
337.4762960757169,308.0996559381097,b
341.8467898190064,287.36844710730384,b
296.4466187463157,243.62605330224102,b
262.76788572839166,233.16960880804243,b
293.84794314208233,226.15324103513382,b
304.60490365413085,221.78285997288629,b
342.5175437192382,221.81464027654152,b
287.9534512255389,232.58869876175487,b
306.17595882941646,212.15972708281828,b
297.7533185746396,211.71051317157827,b
308.05341917135775,210.91689452834072,b
299.8550084734707,220.16551686825716,b
354.12334759264917,176.91594763675891,b
327.0320057337687,218.12343022029575,b
360.5472421698928,193.17895717259034,b
302.20653315077,221.34628794735727,b
344.5954300460498,228.38470720061986,b
422.6988351298016,226.7792552834788,b
382.35656869102564,181.50968310950316,b
361.4285347884689,171.659941589219,b
365.0762257489423,226.9256748667508,b
381.39244437791757,183.20933737519601,b
451.00031070043883,195.51937685262845,b
423.080495834377,240.67471608448307,b
436.055801715478,227.9919896856337,b
425.2474667448388,213.3487468700963,b
418.48079556600595,263.7584435008796,b
441.2784472935974,219.1184072923599,b
435.51539922206376,206.36529508001615,b
474.58815090912657,207.4506511589944,b
435.3333689420078,259.2653121495134,b
419.30119771087516,224.769600832234,b
483.4416765670412,236.1365181976318,b
416.6629039155615,277.5568463085549,b
430.9772778279323,250.16170751825953,b
423.84456558661566,243.30753507922105,b
471.9411772114882,254.830133828972,b
485.30221888271404,279.48751711889906,b
467.99943801327424,236.77985610462264,b
452.18885988991326,288.35902875393106,b
483.7757081931315,247.27258456792893,b
463.3685934340582,259.6539766281696,b
435.3048882235339,291.3417872804273,b
435.81969992677017,232.74213835175664,b
476.168891878836,256.47356561355855,b
433.53868016964134,279.05033814504395,b
485.1417401352343,334.56323136074275,b
475.40695212923737,292.4698232860284,b
439.15784664186367,302.1798559367273,b
420.77937078579635,275.36705936075805,b
428.0435779338817,318.36282778107284,b
451.43363968841305,273.0447323232969,b
445.91245921489775,327.6106613868401,b
442.1464238653032,302.45115693046114,b
392.1255735326309,278.91851856061135,b
441.58846108352503,313.4516719169551,b
440.26220281555345,304.65328754411166,b
449.16307060170124,289.9447342042759,b
387.7325766410513,284.1936194232207,b
464.5480242658036,288.58716820388156,b
399.82014517667494,252.03157389787972,b
439.89772443771596,276.55728466017575,b
454.29670786537446,212.04338212444577,b
402.1647571423367,271.7080452608202,b
415.6870383063785,265.1372914898888,b
345.4248655227852,221.97872898212643,b
426.76400125099815,251.76584977112898,b
395.0304734152983,236.18883598538298,b
432.39805379148106,231.79840077147878,b
422.1743259818583,228.49088573849662,b
457.75577703368486,185.83566974784037,b
448.847508829307,211.33228306470943,b
410.45802268255346,203.33364930756767,b
449.8203240774354,217.42634564625746,b
474.96128614405063,185.03799714956688,b
540.2626833073768,164.73951608371266,b
483.37462388156206,222.65621957750534,b
500.87598684771876,171.40016154799412,b
500.59697415617404,188.97499961376013,b
507.82871832595583,202.8740729998089,b
542.4089001517962,201.4240494392718,b
535.1394534465387,178.57873755032023,b
521.3599491233831,212.88514289034367,b
529.5600001121217,194.81716624953998,b
520.2090576390037,203.91881485496168,b
571.5385873548104,233.9006502300233,b
531.4196877980984,215.21713004553663,b
576.9239376195169,215.5983720724605,b
535.727210195504,224.77822686447797,b
552.7481950627299,189.84744096822567,b
588.840758808152,227.21719145304496,b
587.7184855019227,265.9883926898968,b
543.9468144934874,236.76939214543597,b
625.6955575035373,225.1504273408595,b
524.1023359278428,214.40777656164545,b
572.0424772314802,259.25748719973956,b
574.8270047119178,226.34511866287022,b
585.2315900301128,291.7468075949355,b
612.0667998091958,226.92003042908163,b
595.6691132988446,296.5419947264019,b
543.4636000072883,290.4588758461066,b
584.7519869218901,299.4600919892254,b
572.3855953263378,251.32118390105157,b
555.5955228055005,289.16110190672987,b
499.7412469356684,323.53470314334504,b
478.66716914395175,252.38771260647525,b
439.07012250413356,246.12494026643714,b
485.3275137791286,306.39911737432124,b
505.5725352394773,262.03624127742415,b
452.16426679468,282.31869265214505,b
506.8289807395876,266.83977604670156,b
450.0063612585158,282.892192703339,b
434.5697857329171,309.002551417787,b
450.9930391327864,223.2274349734543,b
483.724834151801,251.3122723895029,b
448.59032779767665,234.77514056403868,b
449.9939522380749,246.28446522490123,b
505.6327206390519,226.79862872674573,b
494.3355362587096,203.3681984385301,b
546.9921944020382,223.83950069253035,b
520.1693715270594,234.45213762160603,b
571.6726662687843,198.76319630742165,b
540.5792263793729,250.18506164007948,b
569.3128791409671,241.32349496997216,b
593.1924733628716,239.07796790618357,b
550.8956911220654,255.38873093556995,b
565.4392227278454,263.69015789002674,b
550.3728572851545,270.1070843319196,b
554.663880070127,255.97662197608037,b
532.8227970331733,267.4967374465289,b
546.5251551821696,255.06791947501495,b
514.5555335297397,328.69187443861273,b
500.58560355706703,280.84508888660673,b
496.7454012527399,252.88932795455796,b
485.01697394465873,275.0833331468729,b
459.86339079585895,270.737799290765,b
503.49458384268684,194.2276165567646,b
459.11826453130726,232.0152819796579,b
553.9548414219801,244.69376954950204,b
529.101061457732,246.382507942212,b
530.9931396988479,247.45721613572357,b
574.970282568984,226.34233570031734,b
555.6268958368152,214.37556863486878,b
563.2536755476879,284.89054902935743,b
507.68600152971885,235.39733883139724,b
563.7349543169169,251.9284728720091,b
599.4358211487838,299.2552449782248,b
557.418173594665,254.563282496192,b
516.9343990872505,249.2447236407384,b
577.5237990950511,264.7654011715495,b
491.88290771114526,268.42835617219134,b
504.50177536892954,225.02728389396526,b
456.8053109432828,261.70900610302317,b
481.2765976614066,269.77810647148937,b
496.38224028049245,235.0132757206132,b
497.10233017190257,211.48009998440148,b
493.46615159540903,223.1918673720523,b
519.6704834469482,264.22414772150046,b
608.4125678781967,224.39582473940686,b
561.6577315005925,252.3501565556008,b
562.9701095496922,254.7184003554157,b
540.2016622182708,293.222597339821,b
553.6661055826038,269.10185092238305,b
569.8591567115833,272.36897661822707,b
573.9957372694845,258.4019205322577,b
563.8807496947248,219.09692970997503,b
531.8560061747392,239.036248468716,b
493.88406604715755,249.13774469853288,b
523.2768828149797,255.1591132098717,b
569.2660621058922,248.6528445713193,b
507.74994721194423,279.1236600417333,b
490.1028165148627,312.6422846120269,b
525.7362028913689,274.89353086743836,b
482.0518265223649,281.7578236311358,b
520.3413401673132,292.7781053056449,b
463.28174142021,320.0304966637675,b
475.0899597862404,289.3056656199596,b
494.611985464271,252.82809474754276,b
518.4780472763715,307.51669487293066,b
523.7435406702897,276.86060907271633,b
571.008504547774,258.0763718329553,b
550.6986903618675,258.5959796237554,b
532.9147729516815,280.04093671439705,b
551.9987572250728,324.6551024924421,b
530.3518327587168,267.25301749632774,b
548.8354878397847,285.27796195633755,b
594.3760991077323,284.182500258603,b
557.5523689466676,276.9120873973086,b
594.4070874254322,328.46041574330815,b
611.4909992953919,311.7481253589673,b
586.782837443923,331.51880041003653,b
634.0842935242885,311.11404257852007,b
661.4594648503293,335.48551334026274,b
674.5616746453175,314.19677794980737,b
662.9741495285192,282.1173791741586,b
667.980378604939,304.61039708996736,b
611.7302441369211,301.78509986982704,b
669.7023901740943,282.5451231091249,b
672.9365946121357,290.52331694381235,b
681.2186474013571,277.28647850089806,b
704.5555033165033,271.01612935709835,b
675.406807700344,305.43142059450645,b
705.7005244397103,316.70693121465496,b
683.795373518345,297.0172471046109,b
724.3802229421963,272.186091286934,b
703.0537366381159,271.4384443826242,b
695.2950014956558,246.72406261474654,b
687.0370852429669,215.1614824781592,b
710.0725715048695,257.1832947783375,b
686.6250488369335,227.71685801719997,b
687.5162455655974,207.4885633368168,b
626.4119380748368,198.32698973030062,b
636.3371432535533,193.8523077614404,b
643.8429429903334,226.8957145703456,b
698.1489031022668,189.79582917772706,b
611.5255086988197,186.26462556284253,b
695.2794335103858,159.99099162002233,b
663.6864407145008,183.39963919768218,b
593.3012333483855,168.99635343682854,b
580.0809943337396,147.54126623941272,b
563.0833361677014,166.88310236056822,b
582.9805763867439,148.90870822152294,b
579.2652392760992,145.62651949986986,b
519.67235800177,166.73994541730133,b
526.6299687340461,172.66530907542955,b
535.2962218838035,190.9523548418004,b
595.9795566866105,206.99610685721632,b
561.9494210986471,209.262722630444,b
532.636820609036,209.82626717304686,b
522.6385772009623,230.39864799992773,b
549.6766135171129,192.48913632154284,b
565.0276453358732,173.46328677538014,b
535.6413745294302,203.33369164513715,b
536.3783492156193,264.48305607487214,b
532.0540353941441,255.2229738644288,b
651.3788695047231,242.7715192081352,b
649.3594090570444,265.24685665049424,b
653.2533073450377,267.68922298637415,b
708.0979723119606,209.40183619531558,b
679.8638000068222,207.69286624078313,b
690.3167672346948,212.75977408736833,b
641.0621648317208,248.17825148301606,b
694.3369940853718,202.68333660296958,b
666.8991763123513,269.60781084928135,b
655.5272317624834,266.136800080758,b
635.1094165696877,230.62284487351212,b
660.2011392053242,276.1647409602641,b
604.7012966472483,239.04730324253018,b
566.2762428925915,197.31650671143586,b
565.0149111315493,214.4781783932794,b
559.9668901100852,294.7984720037078,b
552.2620206178939,242.59040643187438,b
561.5364843239314,171.20253730321548,b
569.8485314252333,227.27285132655993,b
571.0603447948602,200.87812097221968,b
529.0548443078458,222.11858640609427,b
619.7982902476145,218.99868702450954,b
632.6911246730662,220.3005461493088,b
661.7346212556205,242.35270528546926,b
677.9223439838117,173.00101482526685,b
651.8258291117176,294.061622774684,b
647.5880843795574,268.2496627428594,b
649.0970717539582,258.50227498267225,b
705.5306474544618,246.61776101169005,b
688.1688814154786,319.6601871744743,b
698.2541615052985,324.0851127692364,b
666.9351574227317,332.94791405084027,b
606.4582240903022,270.49586281135333,b
585.9920158598204,327.80818792352807,b
589.0741345151397,307.01622590623754,b
628.6426527278891,320.7929147748952,b
574.3080906305994,300.1229202098333,b
569.036988622912,236.82993116366612,b
578.7929725230596,269.1653801307908,b
553.1752064946957,273.05148495172,b
556.253542877818,304.24060532944173,b
562.3427479857114,272.8831249626073,b
535.1256579950971,235.75951135234277,b
523.0433092030936,220.8396984349381,b
579.4990989370599,243.00987113152422,b
535.1446492936352,175.86702127706923,b
626.2257629417027,172.09275387026202,b
646.2994516277777,168.7897218036781,b
593.8915916157878,244.84956707566693,b
615.8233715451856,172.6391622946149,b
601.1232085884038,224.1435622408735,b
596.0833565843635,228.06456517740622,b
581.0565240390223,196.37390408003102,b
590.1995921349562,208.34253239580067,b
579.5615910751563,221.37313785916405,b
549.7572986037078,243.64840797928127,b
527.3846287479676,252.90756099768006,b
560.6107987723899,214.48993898450703,b
533.1547671839844,238.5028798561035,b
513.0118512584746,247.60648509559655,b
477.4395341358174,265.3444617906448,b
458.0406825597756,316.6445841042232,b
449.9535860828721,261.1908823300581,b
497.10050156122924,272.26564065996473,b
455.36516905841177,239.56744638487078,b
448.55427270497944,252.06377127417235,b
402.60380769072015,282.1062087804063,b
412.6048774692732,245.4187254367086,b
384.72423881199376,232.8517619383228,b
354.92538618729503,236.74378618472014,b
356.20171413635387,231.31223985624013,b
328.61796649177643,246.216110793616,b
291.6331156926604,289.62891333181534,b
297.629836374401,208.79833238609524,b
322.4087389882784,314.96426364431477,b
243.7392692954175,233.49391449065484,b
283.5204457181249,226.71143741364017,b
262.1183751297156,243.53108735470028,b
285.5952739241224,227.61613758575731,b
310.9668907579239,298.8588001653441,b
259.72741238704515,261.26227319766593,b
243.83570012367457,284.57676775371283,b
213.23970776752674,310.1442802207025,b
193.9751254963585,280.22934953302047,b
218.8330347423331,278.9145365039743,b
244.38899871327175,297.31111806202205,b
249.10219743689402,258.4474010483325,b
205.49503610114496,209.27596639977253,b
139.91259981725315,278.8478173057949,b
197.04278395901278,255.93619414481265,b
165.2233338623198,311.6815583365564,b
195.16726340801785,232.95404228211413,b
183.6982901113993,266.57305418416024,b
200.74828768350733,281.8342195547976,b
195.67931994425874,237.9036696244528,b
178.0803686983479,251.38809858875084,b
204.32452068520325,275.97614285937027,b
201.3429703062609,237.49283006676654,b
223.1970210119881,280.72777004508976,b
151.98801095898568,198.60270462957158,b
173.2419619800387,267.51437085617806,b
232.8182620089737,215.98595795474012,b
168.36676023932904,262.4680492818418,b
159.61342549623805,316.5918949085654,b
154.59306438351348,247.69781716911945,b
182.02963455842755,308.2930840110496,b
120.14237638610138,259.5590768385445,b
211.3098389955319,276.58407336149367,b
213.29548247290313,271.9117973567594,b
155.8123308851985,246.70760299536644,b
695.5293762939261,435.8831909603928,b
626.5228036360202,490.4104841308624,b
620.8129374338779,461.5826339264543,b
607.4371788938247,434.3257746286936,b
638.3866887689377,441.6437332652182,b
605.8630259912326,389.1463877776242,b
655.2225023926715,439.5539670176793,b
632.3631962634887,468.56058461546905,b
663.2485483300352,491.63522268075894,b
619.3219364290363,442.70414711453043,b
634.2936500099792,468.8758495754206,b
693.68596662399,434.5669041516808,b
663.6189531002196,503.1260789812087,b
686.7024927703811,468.6361358435107,b
665.0719400212721,465.0847987437627,b
717.9278296116601,528.510417647451,b
660.967940375161,496.22119741597515,b
733.887673026816,474.0492569430104,b
670.2677551888479,424.71904982108015,b
630.5278397393564,430.8951073284758,b
655.4306286608926,446.6286689578028,b
702.9002120955838,462.18710749458273,b
